,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5892081523554962,0.649746192893401,0.5565217391304348,0.7804878048780488,0.5548387096774193,0.7671184068859528,0.2683058203634662
RandomForest,0.5559639158035415,0.5555555555555556,0.5625,0.5487804878048781,0.535483870967742,0.7382981762141054,0.26622129032258063
CatBoost,0.5656531907784832,0.6629213483146067,0.6145833333333334,0.7195121951219512,0.6129032258064516,0.6891254594695387,0.2477791440090532
