,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5578609000584452,0.5984251968503937,0.5588235294117647,0.6440677966101694,0.5641025641025641,0.7448660426825958,0.26767184897691115
RandomForest,0.5587375803623612,0.576,0.5454545454545454,0.6101694915254238,0.5470085470085471,0.7349243596588709,0.26478990384615386
CatBoost,0.5561075394506136,0.5737704918032787,0.5555555555555556,0.5932203389830508,0.5555555555555556,0.6958451788981408,0.25104561949174053
