,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.570211441690594,0.6132478632478633,0.5869120654396728,0.6420581655480985,0.5628019323671497,0.700219088902515,0.2518656937993825
RandomForest,0.5855278996165747,0.613588110403397,0.5838383838383838,0.6465324384787472,0.5603864734299517,0.6879876778920047,0.24701628925120775
CatBoost,0.5789720915758014,0.614406779661017,0.5835010060362174,0.6487695749440716,0.5603864734299517,0.6832175618824688,0.24510248400617995
