,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5484463748747077,0.5681818181818182,0.5319148936170213,0.6097560975609756,0.5096774193548387,0.7300886881985889,0.26428028106211193
RandomForest,0.5102739726027397,0.48148148148148145,0.4875,0.47560975609756095,0.45806451612903226,0.8495637464816779,0.3081745564516129
CatBoost,0.5912128299365185,0.5641025641025641,0.5945945945945946,0.5365853658536586,0.5612903225806452,0.6894530525777197,0.24815400104989446
