,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5761904761904763,0.5921052631578947,0.625,0.5625,0.5664335664335665,0.8162931705579607,0.28746058630638416
RandomForest,0.611904761904762,0.6,0.6428571428571429,0.5625,0.5804195804195804,0.7200236909040563,0.25830948426573425
CatBoost,0.5991071428571428,0.6415094339622641,0.6455696202531646,0.6375,0.6013986013986014,0.6820382103782123,0.244464623033449
