,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5481971503343995,0.5931758530183727,0.565,0.6243093922651933,0.5345345345345346,0.6996566013518892,0.25272995190800285
RandomForest,0.5350210817097993,0.5895316804407713,0.5879120879120879,0.5911602209944752,0.5525525525525525,0.7558011888170796,0.27365133258258256
CatBoost,0.5736769409712126,0.6269430051813472,0.5902439024390244,0.6685082872928176,0.5675675675675675,0.6912928165670504,0.2490729305896111
