,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.49697580645161293,0.5163043478260869,0.5397727272727273,0.4947916666666667,0.48703170028818443,1.0486886358934173,0.3312334595069948
RandomForest,0.5539650537634409,0.5604395604395604,0.5930232558139535,0.53125,0.5389048991354467,0.7494051412501769,0.2693164265129683
CatBoost,0.5962365591397849,0.6307277628032345,0.6536312849162011,0.609375,0.6051873198847262,0.6864850289037777,0.24594849533753568
