,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.4997077732320281,0.5755395683453237,0.5,0.6779661016949152,0.49572649572649574,1.0562324017815785,0.33984222210862336
RandomForest,0.5372589129164231,0.5528455284552846,0.53125,0.576271186440678,0.5299145299145299,2.569468451996777,0.30751452991453
CatBoost,0.5677966101694915,0.5950413223140496,0.5806451612903226,0.6101694915254238,0.5811965811965812,0.7740431960139511,0.27678755810661954
