,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.6166666666666666,0.6341463414634146,0.6190476190476191,0.65,0.5804195804195804,0.6750241393009552,0.24083074090383566
RandomForest,0.601388888888889,0.5906040268456376,0.6376811594202898,0.55,0.5734265734265734,0.7684307849728976,0.27105493881118886
CatBoost,0.5833333333333334,0.620253164556962,0.6282051282051282,0.6125,0.5804195804195804,0.6817185540605064,0.24428463998556707
