,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5452610901947945,0.5647840531561462,0.5592105263157895,0.5704697986577181,0.5183823529411765,0.7326959186150356,0.26512508337544255
RandomForest,0.5144868227205762,0.5229681978798587,0.5522388059701493,0.4966442953020134,0.5036764705882353,0.8402450561971103,0.3023735523897059
CatBoost,0.5529000927593168,0.6,0.5960264900662252,0.6040268456375839,0.5588235294117647,0.6895220423135403,0.24815043260965877
