,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5487684729064038,0.6333333333333333,0.6129032258064516,0.6551724137931034,0.5268817204301075,0.684109224589693,0.24586408830381318
CatBoost,0.4677339901477833,0.5765765765765766,0.6037735849056604,0.5517241379310345,0.4946236559139785,0.6963489578219875,0.25159477158067717
