,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5761904761904763,0.5921052631578947,0.625,0.5625,0.5664335664335665,0.8162931705579607,0.28746058630638416
RandomForest,0.6083333333333333,0.6143790849673203,0.6438356164383562,0.5875,0.5874125874125874,0.7176970226758125,0.257927972027972
CatBoost,0.5991071428571428,0.6415094339622641,0.6455696202531646,0.6375,0.6013986013986014,0.6820382103782123,0.244464623033449
