,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.4646825396825397,0.4689655172413793,0.5230769230769231,0.425,0.46153846153846156,0.9627996189223772,0.3275144150867789
RandomForest,0.5449404761904761,0.6013071895424836,0.6301369863013698,0.575,0.5734265734265734,0.7768038555630277,0.2738867132867133
CatBoost,0.566468253968254,0.6410256410256411,0.6578947368421053,0.625,0.6083916083916084,0.7141653370659056,0.25725312985161825
