,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.4698989898989899,0.45544554455445546,0.5,0.41818181818181815,0.45,1.0888292609111827,0.356984850740453
RandomForest,0.43898989898989904,0.46,0.5111111111111111,0.41818181818181815,0.46,0.8628717634226646,0.315153
CatBoost,0.49818181818181817,0.5576923076923077,0.5918367346938775,0.5272727272727272,0.54,0.6951729234304199,0.25100935412856973
