,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.5652256548482963,0.6334346504559271,0.5681570338058888,0.7156593406593407,0.5579178885630498,0.6866149120914057,0.24665028611160955
RandomForest,0.5393394930541157,0.6091127098321343,0.5404255319148936,0.6978021978021978,0.5219941348973607,0.6906733126428461,0.24875466458944281
CatBoost,0.5546945193171609,0.6902390438247012,0.54140625,0.9519230769230769,0.5439882697947214,0.6906834150719939,0.24876903467035602
