,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.444040404040404,0.42,0.4666666666666667,0.38181818181818183,0.42,0.9437735276389718,0.33022879159176793
RandomForest,0.40080808080808084,0.44,0.4888888888888889,0.4,0.44,0.8470644421449667,0.314052
CatBoost,0.3911111111111111,0.5,0.5094339622641509,0.4909090909090909,0.46,0.8092158612870999,0.30239238273837404
