,auc_roc,f1,precision,recall,accuracy,log_loss,brier_score
LogisticRegression,0.4576271186440678,0.5343511450381679,0.4861111111111111,0.5932203389830508,0.47863247863247865,0.8333218713334177,0.304195289934037
RandomForest,0.5514319111630624,0.5210084033613446,0.5166666666666667,0.5254237288135594,0.5128205128205128,0.7192375895602287,0.26219230769230767
CatBoost,0.5528930450029224,0.5454545454545454,0.532258064516129,0.559322033898305,0.5299145299145299,0.6889475195425451,0.24790632349938851
